time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2021-12-22T06:20:48.490Z,32.7843333,-86.7655,0.01,3.1,md,9,92,0.3212,0.38,se,se60140943,2022-03-01T16:39:16.040Z,"10 km E of Maplesville, Alabama",earthquake,1.53,0.16,0.142,13,reviewed,se,se
2021-12-21T22:36:45.460Z,37.1905,-112.8938333,19.65,3.62,ml,16,93,0.1828,0.17,uu,uu60472847,2022-03-01T16:39:05.040Z,"9 km E of Springdale, Utah",earthquake,0.44,0.92,0.214,26,reviewed,uu,uu
2021-12-21T21:01:40.397Z,43.613,-105.3192,0,3.2,ml,,76,1.058,0.76,us,us6000ge9j,2022-03-01T16:39:02.040Z,"20 km SE of Wright, Wyoming",mining explosion,4.6,1.8,0.053,56,reviewed,us,us
2021-12-20T20:40:26.674Z,35.6413,-107.9464,0,3.1,ml,,74,1.4,0.46,us,us6000gdya,2022-03-01T16:38:27.040Z,"18 km ESE of Crownpoint, New Mexico",mining explosion,2.3,1.7,0.042,74,reviewed,us,us
2021-12-19T20:22:08.128Z,43.6635,-105.3523,0,3.2,ml,,96,1.056,0.68,us,us6000gdn8,2022-03-01T16:38:00.040Z,"14 km SE of Wright, Wyoming",mining explosion,5.7,1.8,0.077,22,reviewed,us,us
2021-12-19T19:07:35.193Z,43.753,-105.3255,0,3.5,ml,,123,1.001,0.35,us,us6000gdmy,2022-03-01T16:38:00.040Z,"13 km E of Wright, Wyoming",mining explosion,6.8,1.7,0.085,18,reviewed,us,us
2021-12-19T04:24:20.350Z,34.953,-111.0938,5,3,ml,,46,0.605,0.5,us,us6000gdiq,2022-03-01T16:37:48.040Z,"32 km WSW of LeChee, Arizona",earthquake,2.3,2,0.035,106,reviewed,us,us
2021-12-17T21:24:18.671Z,45.7956,-106.654,0,3.2,ml,,100,0.941,1.32,us,us6000gd8z,2022-03-01T16:37:15.040Z,"10 km SSW of Colstrip, Montana",mining explosion,4.4,1.8,0.049,54,reviewed,us,us
2021-12-17T20:17:10.474Z,44.2578,-115.0184,15.76,3,ml,,67,0.821,0.93,us,us6000gd87,2022-03-01T16:37:14.040Z,"7 km NW of Stanley, Idaho",earthquake,2.2,8.5,0.032,132,reviewed,us,us
2021-12-17T14:23:43.801Z,38.664,-97.456,2.47,3.3,mb_lg,,100,0.737,0.31,us,us6000gd38,2022-03-01T16:37:08.040Z,"5 km SSW of Gypsum, Kansas",earthquake,2.6,7.9,0.04,164,reviewed,us,us
2021-12-17T07:53:15.380Z,45.9472,-111.5731,2.74,3.1,ml,,66,0.352,0.62,us,us6000gd1p,2022-03-01T16:37:03.040Z,"6 km NNW of Three Forks, Montana",earthquake,1.4,5.3,0.046,62,reviewed,us,us
2021-12-15T18:17:48.766Z,38.6693,-97.494,5,3.1,mb_lg,,74,0.725,0.54,us,us6000gcie,2022-02-24T21:01:25.040Z,"7 km SW of Gypsum, Kansas",earthquake,2.3,2,0.05,103,reviewed,us,us
2021-12-15T15:03:08.629Z,38.6555,-97.519,5,3.5,mb_lg,,97,0.702,0.23,us,us6000gced,2022-02-24T21:01:09.040Z,"7 km ESE of Assaria, Kansas",earthquake,3.1,1.9,0.04,163,reviewed,us,us
2021-12-15T09:58:21.631Z,38.69,-97.4346,3,4,mwr,,61,0.763,0.59,us,us6000gcd6,2022-02-24T21:01:05.040Z,"1 km SSW of Gypsum, Kansas",earthquake,3.8,1.9,0.041,56,reviewed,us,us
2021-12-14T17:55:10.641Z,44.3619,-115.1185,12.37,3.1,ml,,40,0.96,0.76,us,us6000gc8a,2022-02-24T21:00:50.040Z,"21 km NW of Stanley, Idaho",earthquake,2,9.4,0.032,132,reviewed,us,us
2021-12-14T16:49:08.952Z,44.2617,-115.1149,23.55,3.2,ml,,125,0.991,0.73,us,us6000gc6q,2022-02-24T21:00:48.040Z,"14 km WNW of Stanley, Idaho",earthquake,5,10.1,0.037,98,reviewed,us,us
2021-12-12T17:52:56.070Z,38.691,-83.5815,14.51,3.04,md,18,89,0.2959,0.22,se,se60140143,2022-02-24T21:00:20.040Z,"2 km E of Manchester, Ohio",earthquake,0.39,0.59,0.137,11,reviewed,se,se
2021-12-12T02:09:23.561Z,38.6841,-97.5041,5,3.6,mwr,,97,0.733,0.35,us,us6000gbjb,2022-02-24T21:00:06.040Z,"7 km WSW of Gypsum, Kansas",earthquake,2,2,,21,reviewed,us,slm
2021-12-11T10:28:20.187Z,38.694,-97.4918,2.56,3,mb_lg,,145,0.746,0.22,us,us6000gbej,2022-02-24T20:59:53.040Z,"5 km WSW of Gypsum, Kansas",earthquake,3.3,8.2,0.12,21,reviewed,us,us
2021-12-09T15:47:10.685Z,45.937,-106.6515,0,3,ml,,78,2.011,0.96,us,us6000gavf,2022-02-12T23:07:59.040Z,"6 km NNW of Colstrip, Montana",mining explosion,6.3,1.9,0.055,44,reviewed,us,us
2021-12-08T20:25:43.365Z,38.6609,-97.5037,5,3,mb_lg,,142,0.714,0.16,us,us6000gamp,2022-02-12T23:07:00.040Z,"8 km SW of Gypsum, Kansas",earthquake,2.7,2,0.063,66,reviewed,us,us
2021-12-08T13:45:28.299Z,38.6529,-97.4477,3,4.3,mwr,,68,0.732,0.47,us,us6000gaga,2022-02-12T23:06:44.040Z,"6 km SSW of Gypsum, Kansas",earthquake,2.4,1.9,0.048,42,reviewed,us,us
2021-12-07T21:12:43.202Z,43.6758,-105.2972,0,3.1,ml,,149,1.362,0.56,us,us6000ga89,2022-02-12T23:07:59.040Z,"17 km ESE of Wright, Wyoming",mining explosion,4.9,1.9,0.056,54,reviewed,us,us
2021-12-07T07:11:22.480Z,35.9868333,-116.0806667,2.74,3.12,ml,17,50,0.1802,0.18,ci,ci39881343,2022-02-12T23:06:20.040Z,"17km E of Shoshone, CA",earthquake,0.22,0.96,0.155,96,reviewed,ci,ci
2021-12-05T01:35:06.097Z,44.3442,-112.6355,10,3.1,ml,,42,0.22,0.57,us,us6000g96a,2022-02-12T23:05:57.040Z,"32 km S of Lima, Montana",earthquake,2.1,2,0.045,66,reviewed,us,us
2021-12-04T09:27:32.370Z,32.5955,-115.2983333,19.82,3.13,ml,46,43,0.1031,0.29,ci,ci39878559,2022-02-12T23:05:50.040Z,"6km NE of Puebla, B.C., MX",earthquake,0.34,0.5,0.142,73,reviewed,ci,ci
2021-12-04T09:20:01.850Z,32.5831667,-115.2921667,18.92,3.17,ml,47,43,0.1164,0.3,ci,ci39878511,2022-02-12T23:05:49.040Z,"6km ENE of Puebla, B.C., MX",earthquake,0.36,0.59,0.124,75,reviewed,ci,ci
2021-11-30T20:43:39.720Z,43.8602,-105.1499,0,3.4,ml,,65,1.571,1.25,us,us6000g800,2022-02-05T23:03:24.040Z,"30 km ENE of Wright, Wyoming",mining explosion,5.7,1.9,0.045,66,reviewed,us,us
2021-11-30T19:37:34.804Z,44.9879,-113.0683,11.72,3.3,ml,,21,0.223,0.63,us,us6000g7ze,2022-02-05T23:03:34.040Z,"41 km NE of Leadore, Idaho",earthquake,0.8,8.2,0.033,124,reviewed,us,us
2021-11-29T19:59:59.943Z,43.5356,-105.1382,0,3.3,ml,,198,1.346,1.08,us,us6000g7q1,2022-02-05T23:03:24.040Z,"37 km SE of Wright, Wyoming",mining explosion,5.5,1.8,0.049,54,reviewed,us,us
2021-11-28T11:15:46.840Z,37.4415,-112.9816667,6.12,3.07,ml,21,115,0.1427,0.13,uu,uu60470092,2022-02-05T23:04:27.040Z,"20 km ESE of Kanarraville, Utah",earthquake,0.34,0.72,0.25,11,reviewed,uu,uu
2021-11-27T14:43:37.637Z,43.74,-105.2844,0,3.2,ml,,150,1.416,0.63,us,us7000fxhw,2022-02-05T23:03:25.040Z,"16 km E of Wright, Wyoming",mining explosion,3.1,1.9,0.077,22,reviewed,us,us
2021-11-26T22:57:46.609Z,43.858,-105.1649,0,3.3,ml,,230,1.562,1.14,us,us6000g88t,2022-02-05T23:03:24.040Z,"28 km ENE of Wright, Wyoming",mining explosion,4.7,2,0.071,26,reviewed,us,us
2021-11-26T15:52:36.213Z,43.7097,-105.4158,0,3.1,ml,,127,1.333,0.5,us,us7000fx8q,2022-02-05T23:03:25.040Z,"7 km SE of Wright, Wyoming",mining explosion,3.5,1.7,0.064,32,reviewed,us,us
2021-11-25T22:29:08.368Z,43.768,-105.399,0,3.3,ml,,148,1.387,0.51,us,us7000fx3r,2022-01-29T22:56:12.040Z,"7 km ENE of Wright, Wyoming",mining explosion,3.1,1.9,0.043,72,reviewed,us,us
2021-11-24T19:02:55.011Z,43.8239,-105.2964,0,3.3,ml,,84,0.957,1.25,us,us7000fwuv,2022-01-29T22:56:11.040Z,"17 km ENE of Wright, Wyoming",mining explosion,7.8,1.4,0.048,56,reviewed,us,us
2021-11-24T05:30:15.189Z,35.09983333,-95.38983333,7.56,3.28,ml,75,69,0,0.18,ok,ok2021wzwk,2022-01-29T22:55:37.040Z,"3 km SSW of Quinton, Oklahoma",earthquake,,0.3,0.26,14,reviewed,ok,ok
2021-11-23T22:34:40.607Z,44.1161,-115.0692,10,3,ml,,79,0.728,0.88,us,us7000fwkd,2022-01-29T22:55:35.040Z,"15 km SW of Stanley, Idaho",earthquake,2.3,2,0.04,84,reviewed,us,us
2021-11-23T20:01:19.390Z,43.4404,-105.3741,0,3.1,ml,,80,1.154,0.46,us,us7000fwiz,2022-01-29T22:56:11.040Z,"35 km SSE of Wright, Wyoming",mining explosion,6.8,1.7,0.042,76,reviewed,us,us
2021-11-23T12:32:54.129Z,44.1314,-115.1057,10,4,mwr,,35,0.757,0.66,us,us7000fwfd,2022-04-11T19:44:53.079Z,"16 km SW of Stanley, Idaho",earthquake,2.6,2,,16,reviewed,us,slm
2021-11-23T11:11:57.165Z,39.9309,-98.1724,5,3.1,mb_lg,,49,1.465,0.45,us,us7000fwev,2022-01-29T22:55:30.040Z,"11 km W of Webber, Kansas",earthquake,1.8,2,0.044,136,reviewed,us,us
2021-11-20T17:00:52.431Z,43.9976,-105.4262,0,3,ml,,140,1.009,0.54,us,us7000fvsf,2022-01-29T22:56:11.040Z,"25 km S of Antelope Valley-Crestview, Wyoming",mining explosion,8.8,1.8,0.053,46,reviewed,us,us
2021-11-19T18:34:00.887Z,45.9059,-106.5417,0,3.1,ml,,103,0.813,0.79,us,us7000fvjg,2022-01-29T22:56:11.040Z,"6 km ENE of Colstrip, Montana",mining explosion,6.8,1.9,0.046,62,reviewed,us,us
2021-11-18T02:53:03.820Z,36.9076667,-90.543,16.46,4,mw,99,44,0.1577,0.23,nm,nm60363582,2022-05-29T18:36:20.583Z,"7 km S of Williamsville, Missouri",earthquake,0.26,0.31,,0,reviewed,nm,nm
2021-11-12T07:46:36.647Z,44.3185,-115.2016,10,3.4,ml,,64,0.836,0.57,us,us7000fthg,2022-01-22T20:51:46.040Z,"23 km WNW of Stanley, Idaho",earthquake,1.5,2,0.038,92,reviewed,us,us
2021-11-12T07:40:39.409Z,44.3166,-115.1998,5.2,4,mwr,,64,0.835,0.84,us,us7000fthc,2022-01-22T20:51:46.040Z,"23 km WNW of Stanley, Idaho",earthquake,1.6,5.2,0.052,36,reviewed,us,us
2021-11-12T02:16:36.223Z,44.3168,-115.1936,10,3.2,ml,,63,0.831,0.65,us,us7000ftev,2022-01-22T20:51:45.040Z,"23 km WNW of Stanley, Idaho",earthquake,1,2,0.031,136,reviewed,us,us
2021-11-08T00:34:28.911Z,44.4995,-115.1738,10,3.1,ml,,80,0.831,0.57,us,us7000fsar,2022-01-15T20:51:39.040Z,"36 km NNW of Stanley, Idaho",earthquake,1.9,2,0.034,117,reviewed,us,us
2021-11-06T19:28:32.675Z,45.8053,-106.7252,0,3.1,ml,,98,0.949,0.7,us,us7000fs3e,2022-01-15T20:51:37.040Z,"11 km SW of Colstrip, Montana",mining explosion,4.3,1.8,0.057,50,reviewed,us,us
2021-11-05T20:04:05.859Z,43.8277,-105.5251,0,3,ml,,45,1.114,1.05,us,us7000frtw,2022-01-15T20:51:35.040Z,"",mining explosion,6.5,1.8,0.05,53,reviewed,us,us
2021-11-04T01:08:41.113Z,44.4669,-115.2508,10,3.3,ml,,56,0.818,0.95,us,us7000frac,2022-01-14T17:58:58.040Z,"southern Idaho",earthquake,2.4,2,0.031,133,reviewed,us,us
2021-11-02T20:02:01.810Z,43.7815,-105.324,0,3.1,ml,,82,0.99,0.31,us,us7000fqx9,2022-01-14T17:58:39.040Z,"13 km ENE of Wright, Wyoming",mining explosion,5.7,1.8,0.043,70,reviewed,us,us
2021-11-02T00:25:32.034Z,44.2929,-115.0857,10,3,ml,,66,0.756,0.57,us,us7000fqnl,2022-01-14T17:58:52.040Z,"14 km NW of Stanley, Idaho",earthquake,1.7,2,0.032,125,reviewed,us,us
2021-11-01T03:09:15.401Z,36.7422,-104.9365,5.36,4,mwr,,65,0.083,0.93,us,us7000fqf0,2022-01-14T17:58:49.040Z,"25 km N of Cimarron, New Mexico",earthquake,3,3.6,0.046,46,reviewed,us,us
2021-11-01T02:11:50.962Z,36.7539,-104.9197,5,3.2,mb_lg,,65,0.065,0.85,us,us7000fqeh,2022-01-14T17:58:49.040Z,"26 km N of Cimarron, New Mexico",earthquake,4.8,2,0.051,161,reviewed,us,us
2021-10-30T21:10:36.627Z,43.7101,-105.2528,0,3.2,ml,,77,0.97,0.77,us,us7000fq5x,2022-01-14T17:58:39.040Z,"19 km ESE of Wright, Wyoming",mining explosion,6.4,1.7,0.048,66,reviewed,us,us
2021-10-29T21:21:09.140Z,36.69133333,-97.68666667,7.37,3.01,ml,101,49,0,0.19,ok,ok2021vfor,2022-01-14T17:58:43.040Z,"9 km ESE of Jefferson, Oklahoma",earthquake,,0.4,0.24,37,reviewed,ok,ok
2021-10-29T20:00:43.427Z,43.7229,-105.4306,0,3.4,ml,,44,1.083,1.14,us,us7000fpwb,2022-01-14T17:58:39.040Z,"5 km ESE of Wright, Wyoming",mining explosion,4.5,1,0.038,93,reviewed,us,us
2021-10-29T16:55:43.201Z,47.5456,-92.6911,0,3,mb_lg,,81,0.901,0.45,us,us7000fpus,2022-01-14T17:58:39.040Z,"4 km NE of Kinney, Minnesota",mining explosion,6.1,2,0.12,18,reviewed,us,us
2021-10-29T09:19:22.702Z,46.0841,-112.1027,10,3.4,ml,,60,0.291,0.81,us,us7000fppr,2022-01-14T17:58:42.040Z,"17 km S of Boulder, Montana",earthquake,1.1,2,0.034,117,reviewed,us,us
2021-10-28T22:26:20.376Z,44.128,-105.5041,0,3.2,ml,,101,1.057,0.89,us,us7000fpjh,2022-01-08T17:43:34.040Z,"11 km SSW of Antelope Valley-Crestview, Wyoming",mining explosion,3.8,1.8,0.058,39,reviewed,us,us
2021-10-27T15:52:48.883Z,44.3161,-115.1655,10,3,ml,,64,0.928,0.36,us,us7000fp76,2022-01-08T17:43:14.040Z,"21 km WNW of Stanley, Idaho",earthquake,3.9,2,0.043,72,reviewed,us,us
2021-10-26T10:29:59.740Z,36.8943,-82.9601,0,3.1,mb_lg,,26,0.588,0.43,us,us6000fxkz,2022-01-08T17:42:40.040Z,"Tennessee-Virginia border region",mining explosion,1.2,2,0.053,93,reviewed,us,us
2021-10-25T17:52:47.640Z,38.2301667,-112.6911667,0.55,3.02,ml,24,66,0.06136,0.13,uu,uu60464942,2022-01-08T17:42:30.040Z,"6 km SW of Beaver, Utah",earthquake,0.29,0.67,0.114,16,reviewed,uu,uu
2021-10-24T18:05:21.167Z,43.6304,-105.2222,0,3.1,ml,,125,0.988,0.56,us,us6000fx8w,2022-01-08T17:42:20.040Z,"25 km ESE of Wright, Wyoming",mining explosion,4.4,1.7,0.091,16,reviewed,us,us
2021-10-24T07:07:52.030Z,38.2346667,-112.6866667,7.13,3.29,ml,26,60,0.05564,0.2,uu,uu60464457,2022-01-08T17:42:15.040Z,"6.6km SW of Beaver, Utah",earthquake,0.42,0.61,0.144,20,reviewed,uu,uu
2021-10-24T06:49:12.020Z,32.9675,-115.876,11.15,3.55,ml,80,46,0.04528,0.28,ci,ci39841127,2022-01-08T17:42:14.040Z,"25km WSW of Westmorland, CA",earthquake,0.21,0.45,0.155,173,reviewed,ci,ci
2021-10-23T19:01:32.576Z,43.6543,-105.2865,0,3.1,ml,,75,1.017,0.72,us,us6000fx2j,2022-01-08T17:42:09.040Z,"19 km ESE of Wright, Wyoming",mining explosion,4.2,1.7,0.049,60,reviewed,us,us
2021-10-22T11:29:38.780Z,39.4346667,-111.9605,7.12,3.24,ml,22,68,0.1337,0.2,uu,uu60464237,2022-01-08T17:41:57.040Z,"16 km SSW of Levan, Utah",earthquake,0.41,1.27,0.237,27,reviewed,uu,uu
2021-10-21T02:38:50.192Z,42.5358,-111.1792,5,3.4,ml,,51,0.236,0.76,us,us6000fwbi,2021-12-25T22:58:55.040Z,"16 km ENE of Georgetown, Idaho",earthquake,1.7,1.8,0.03,142,reviewed,us,us
2021-10-20T07:25:52.155Z,44.1651,-115.164,11.63,3.1,ml,,42,0.81,0.78,us,us6000fw26,2021-12-25T22:58:51.040Z,"southern Idaho",earthquake,2.5,10.4,0.047,60,reviewed,us,us
2021-10-19T19:58:46.860Z,43.7915,-105.3159,0,3,ml,,68,0.981,1.02,us,us6000fvyx,2021-12-25T22:58:34.040Z,"14 km ENE of Wright, Wyoming",mining explosion,6.7,1.7,0.05,52,reviewed,us,us
2021-10-15T00:04:32.500Z,39.0756,-115.6637,10,3.6,ml,11,99.55,1.454,0.123,nn,nn00825704,2021-12-25T22:58:34.040Z,"54 km SSE of Eureka, Nevada",earthquake,,3.9,0.28,7,reviewed,nn,nn
2021-10-09T06:38:33.058Z,44.3096,-115.095,10,3.1,ml,,65,0.761,0.44,us,us6000ft7t,2021-12-18T19:58:41.040Z,"16 km NW of Stanley, Idaho",earthquake,3.1,2,0.038,91,reviewed,us,us
2021-10-09T05:42:51.870Z,44.3116,-115.0774,10,3,ml,,64,0.748,1.14,us,us6000ft70,2021-12-18T19:58:41.040Z,"15 km NW of Stanley, Idaho",earthquake,2.7,1.4,0.045,64,reviewed,us,us
2021-10-07T19:17:03.822Z,43.6781,-105.4019,0,3.1,ml,,119,1.082,1.23,us,us6000fsrw,2021-12-10T21:14:00.040Z,"10 km SE of Wright, Wyoming",mining explosion,7.6,1.7,0.042,75,reviewed,us,us
2021-10-07T15:49:11.594Z,45.7725,-106.7395,0,3.3,ml,,109,0.983,0.89,us,us6000fsna,2021-12-10T21:14:00.040Z,"Eastern Montana",mining explosion,5,1.7,0.055,44,reviewed,us,us
2021-10-06T21:06:06.830Z,45.191,-106.8435,0,3.3,ml,,89,1.559,0.64,us,us6000fsfx,2021-12-10T21:14:00.040Z,"29 km WSW of Birney, Montana",mining explosion,3.6,1.8,0.049,73,reviewed,us,us
2021-10-04T03:18:30.383Z,44.2817,-115.057,10,3,ml,,66,0.856,0.59,us,us6000frfm,2021-12-10T21:14:06.040Z,"11 km NW of Stanley, Idaho",earthquake,2.3,2,0.033,118,reviewed,us,us
2021-10-04T02:58:14.029Z,38.6884,-97.4787,5,3.8,mb,,75,0.747,0.51,us,us6000frf8,2021-12-10T21:14:06.040Z,"4 km WSW of Gypsum, Kansas",earthquake,2.8,2,0.127,16,reviewed,us,us
2021-10-03T22:28:50.123Z,43.6908,-105.3898,0,3.1,ml,,76,1.069,0.3,us,us6000fre0,2021-12-10T21:14:00.040Z,"10 km SE of Wright, Wyoming",mining explosion,3.8,1.6,0.044,68,reviewed,us,us
2021-10-02T23:47:42.098Z,44.2936,-115.0512,7.01,4,mwr,,65,0.863,0.55,us,us6000fr7b,2021-12-10T21:14:04.040Z,"12 km NW of Stanley, Idaho",earthquake,2.9,6.4,0.032,91,reviewed,us,us
2021-10-01T03:46:56.750Z,34.1386667,-116.4441667,6.7,3.07,ml,144,19,0.06611,0.17,ci,ci40060160,2021-12-10T21:14:01.040Z,"3km NNW of Yucca Valley, CA",earthquake,0.09,0.35,0.163,264,reviewed,ci,ci
2021-09-28T01:55:55.899Z,44.312,-115.3002,10,3.1,ml,,99,0.974,0.89,us,us7000ff15,2021-12-04T14:30:01.040Z,"30 km WNW of Stanley, Idaho",earthquake,2.4,2,0.035,109,reviewed,us,us
2021-09-27T22:21:57.620Z,32.944,-80.154,6.75,3.27,md,17,83,0.01826,0.13,se,se60370971,2021-12-20T01:46:52.957Z,"South Carolina",earthquake,0.24,0.26,0.205,22,reviewed,se,se
2021-09-24T20:21:39.670Z,36.4156,-114.8655,9.5,3,ml,20,145.93,0.24,0.1713,nn,nn00823399,2021-12-04T14:29:24.040Z,"25 km NE of Nellis Air Force Base, Nevada",earthquake,,1.1,0.4,10,reviewed,nn,nn
2021-09-24T18:56:56.536Z,43.7559,-105.3942,0,3,ml,,80,1.047,0.45,us,us7000fe89,2021-12-04T14:29:24.040Z,"7 km E of Wright, Wyoming",mining explosion,4.3,1.7,0.051,50,reviewed,us,us
2021-09-24T18:18:15.766Z,45.1607,-106.7994,0,3.1,ml,,89,1.58,0.59,us,us7000fe5s,2021-12-04T14:29:21.040Z,"28 km SW of Birney, Montana",mining explosion,6,1.8,0.057,40,reviewed,us,us
2021-09-23T20:13:18.313Z,45.847,-106.7106,0,3.2,ml,,99,0.907,0.81,us,us7000fdvv,2021-12-03T15:01:19.040Z,"7 km WSW of Colstrip, Montana",mining explosion,3.2,1.9,0.048,58,reviewed,us,us
2021-09-22T03:36:50.702Z,44.2782,-115.0983,14.5,3.2,ml,,67,0.767,0.73,us,us7000fdbg,2021-12-03T15:01:44.040Z,"14 km WNW of Stanley, Idaho",earthquake,2.6,10.1,0.03,148,reviewed,us,us
2021-09-21T11:15:56.820Z,33.8736667,-115.9695,5.05,3.19,ml,82,49,0.1288,0.15,ci,ci39814663,2022-01-13T05:31:28.479Z,"28km NE of Indio, CA",earthquake,0.12,0.62,0.133,158,reviewed,ci,ci
2021-09-20T04:41:47.813Z,44.3531,-114.7974,14.84,3.8,mwr,,59,0.837,0.58,us,us7000fct3,2021-12-03T15:01:35.040Z,"18 km NE of Stanley, Idaho",earthquake,3.6,7.4,0.047,44,reviewed,us,us
2021-09-19T22:24:34.070Z,36.75783333,-98.065,7.8,3.61,ml,101,82,0,0.18,ok,ok2021skor,2021-12-03T15:01:34.040Z,"7 km E of Nescatunga, Oklahoma",earthquake,,0.4,0.19,31,reviewed,ok,ok
2021-09-19T22:21:38.770Z,36.75783333,-98.06683333,7,3.8,mwr,101,82,0,0.2,ok,ok2021skoo,2021-12-03T15:01:34.040Z,"7 km E of Nescatunga, Oklahoma",earthquake,,0.4,,40,reviewed,ok,us
2021-09-19T05:43:49.820Z,44.3061,-115.185,10,3.4,ml,,65,0.929,0.88,us,us7000fcl9,2021-12-03T15:01:32.040Z,"22 km WNW of Stanley, Idaho",earthquake,1.9,2,0.037,94,reviewed,us,us
2021-09-19T05:39:57.716Z,44.3078,-115.1796,10,3,ml,,65,0.928,0.61,us,us7000fcl8,2021-12-03T15:01:32.040Z,"21 km WNW of Stanley, Idaho",earthquake,1.8,2,0.048,58,reviewed,us,us
2021-09-19T05:19:00.036Z,44.3097,-115.1515,10,3.4,ml,,65,0.917,0.65,us,us7000fcl5,2021-12-03T15:01:32.040Z,"19 km WNW of Stanley, Idaho",earthquake,2.7,2,0.042,74,reviewed,us,us
2021-09-19T05:06:57.725Z,44.3124,-115.2087,10,3.6,mwr,,64,0.944,0.63,us,us7000fcl3,2021-12-03T15:01:32.040Z,"24 km WNW of Stanley, Idaho",earthquake,1.8,2,,17,reviewed,us,slm
2021-09-19T04:22:14.973Z,44.3196,-115.1476,10,3.3,ml,,48,0.924,0.49,us,us7000fcnv,2021-12-03T15:01:33.040Z,"20 km NW of Stanley, Idaho",earthquake,2.4,2,0.062,34,reviewed,us,us
2021-09-19T04:18:15.397Z,44.3347,-115.1247,10,4,mwr,,49,0.927,0.96,us,us7000fckm,2021-12-03T15:01:31.040Z,"19 km NW of Stanley, Idaho",earthquake,1.5,2,0.04,59,reviewed,us,us
2021-09-17T16:27:49.598Z,47.4719,-92.5245,0,3.1,ml,,75,0.841,0.5,us,us7000fc5w,2021-12-03T15:01:19.040Z,"1 km NE of Eveleth, Minnesota",mining explosion,4.6,2,0.105,12,reviewed,us,us
2021-09-15T17:13:05.697Z,47.5334,-92.6733,0,3,ml,,79,0.896,0.7,us,us7000fbj1,2021-11-23T15:12:38.040Z,"3 km W of Mountain Iron, Minnesota",mining explosion,4.2,2,0.105,12,reviewed,us,us
2021-09-13T09:27:15.683Z,37.4346,-102.925,15.97,3.7,mwr,,64,0.865,0.41,us,us7000faqh,2021-11-23T15:11:14.040Z,"9 km NW of Pritchett, Colorado",earthquake,1.5,7,0.065,23,reviewed,us,us
2021-09-13T04:04:58.610Z,36.2423333,-89.41,9.36,3.28,md,84,46,0.01474,0.13,nm,nm60369491,2021-11-23T15:11:05.040Z,"7 km ESE of Ridgely, Tennessee",earthquake,0.15,0.29,0.072,62,reviewed,nm,nm
2021-09-12T18:05:57.892Z,44.288,-115.0544,10,3.2,ml,,66,0.735,0.77,us,us7000fakz,2021-11-23T15:10:48.040Z,"12 km NW of Stanley, Idaho",earthquake,2.5,2,0.043,70,reviewed,us,us
2021-09-12T11:26:41.816Z,32.76672363,-100.6604897,7.874430339,3.6,ml,18,69,0.1149239192,0.2,tx,tx2021rwyl,2021-11-23T15:10:33.040Z,"17 km NNE of Hermleigh, Texas",earthquake,1.432096817,1.347791977,0.2,12,reviewed,tx,tx
2021-09-11T22:37:02.149Z,44.2618,-115.0253,10,3.1,ml,,67,0.718,1.22,us,us7000faed,2021-11-23T15:10:09.040Z,"8 km NW of Stanley, Idaho",earthquake,1.6,2,0.038,90,reviewed,us,us
2021-09-11T18:52:28.336Z,43.5447,-105.2482,0,3,ml,,80,1.049,0.79,us,us7000fad6,2021-11-23T15:10:02.040Z,"30 km SE of Wright, Wyoming",mining explosion,6.3,1.7,0.046,62,reviewed,us,us
2021-09-11T13:07:11.895Z,38.753,-97.02,5,3.1,mb_lg,,96,0.472,0.33,us,us7000faba,2021-11-23T15:09:56.040Z,"7 km SW of Woodbine, Kansas",earthquake,1.9,2,0.045,133,reviewed,us,us
2021-09-10T23:06:26.039Z,44.3529,-115.1893,10,3.3,ml,,62,0.825,0.96,us,us7000fa67,2021-11-23T15:09:28.040Z,"25 km NW of Stanley, Idaho",earthquake,2.3,2,0.03,142,reviewed,us,us
2021-09-10T22:30:41.994Z,44.2715,-115.0741,10,3.2,ml,,67,0.751,0.88,us,us7000fa5u,2021-11-23T15:09:25.040Z,"12 km WNW of Stanley, Idaho",earthquake,1.1,2,0.032,132,reviewed,us,us
2021-09-10T17:37:50.678Z,44.2633,-114.9888,17.11,3.1,ml,,49,0.692,0.59,us,us7000fa3e,2021-11-23T15:09:13.040Z,"6 km NW of Stanley, Idaho",earthquake,2.3,8.4,0.031,138,reviewed,us,us
2021-09-10T17:23:46.362Z,47.5768,-92.604,0,3,ml,,81,0.834,0.29,us,us7000fa2x,2021-11-23T15:09:12.040Z,"5 km NNE of Mountain Iron, Minnesota",mining explosion,5.2,2,0.105,12,reviewed,us,us
2021-09-09T17:10:12.757Z,47.5745,-92.7125,0,3,ml,,80,0.901,0.89,us,us7000f9rd,2021-11-17T17:42:21.040Z,"6 km NNE of Kinney, Minnesota",mining explosion,3.4,2,0.105,12,reviewed,us,us
2021-09-08T21:42:09.510Z,38.2882,-116.0115,4.1,3.3,ml,19,92.06,0.677,0.1928,nn,nn00821676,2021-11-17T17:29:21.040Z,"75 km NNW of Rachel, Nevada",earthquake,,2.1,0.36,11,reviewed,nn,nn
